price_des,crawl_date,floorplan,car,indoor_feature,bed,property_type,other_feature,agent,property_id,rental_yield,bathroom,median_rent,post_code,street_address,title,outdoor_feature,suburb,url,agency,date_available,price,allowance,bond,description 
$290 per week,"[datetime.date(2018, 9, 26)]",Not provided,[1],Broadband Internet Available,[2],House,0,Cartwright Property Group,[423363514],"<span class=""rate""></span>",[1],"<span class=""price""></span>",4077,99 Serviceton Avenue,INALA,"Carport Spaces:,1,Fully Fenced",Inala,https://www.realestate.com.au/property-house-qld-inala-423363514,Cartwright Property Group - GRACEVILLE,Available Now,$290 per week,,"$1,160","- Sorry, No pets"
$390 per week,"[datetime.date(2018, 9, 26)]",Not provided,[3],"Toilets:,3,Air Conditioning",[3],Townhouse,"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Garden",Tony Lin,[422096158],"<span class=""rate""></span>",[2],"<span class=""price""></span>",4075,40/100 Oakmont Avenue,3 BEDROOM PLUS STUDY - 2 GARAGE FREE MOWING - WALK TO ALDI AND BUS,"Secure Parking,Garage Spaces:,2,Open Car Spaces:,1,Swimming Pool - Inground",Oxley,https://www.realestate.com.au/property-townhouse-qld-oxley-422096158,RAAS Group,Available Now,$390 per week,,"$1,560",SPACIOUS 3 BEDROOM TOWNHOUSE.
$495 per week,"[datetime.date(2018, 9, 26)]",Not provided,[1],,[3],House,,,[423077666],"<span class=""rate""></span>",[1],"<span class=""price""></span>",4075,17. Merring Street,Beautiful Home Near Oxley Train Station for Rent,"Carport Spaces:,1",Oxley,https://www.realestate.com.au/property-house-qld-oxley-423077666,Rentbetter - Bondi,Available Now,$495 per week,,"$2,000",PROPERTY ID: 6330
$355 per week,"[datetime.date(2018, 9, 26)]",Not provided,[1],"Floorboards,Broadband Internet Available,Built-in Wardrobes",[3],House,0,Cartwright Property Group,[423417570],"<span class=""rate""></span>",[1],"<span class=""price""></span>",4075,27 Ingham Street,OXLEY,"Garage Spaces:,1",Oxley,https://www.realestate.com.au/property-house-qld-oxley-423417570,Cartwright Property Group - GRACEVILLE,Available Now,$355 per week,,"$1,420",- 3 x Bedroom home in quiet location
$440 / week,"[datetime.date(2018, 9, 26)]",Not provided,[2],"Ensuite:,1,Toilets:,3,Intercom,Built-in Wardrobes,Dishwasher,Air Conditioning",[3],Townhouse,,Nan Li,[423560326],"<span class=""rate""></span>",[2],"<span class=""price""></span>",4073,30 / 105 OLDFIELD RD,105 Oldfield Road Sinnamon Park,"Remote Garage,Secure Parking,Carport Spaces:,1,Garage Spaces:,1,Fully Fenced,Swimming Pool - Inground,Tennis Court",Sinnamon Park,https://www.realestate.com.au/property-townhouse-qld-sinnamon+park-423560326,Australian Property Management Alliance - Mango Hill,Available Now,$440 / week,,"$1,760","High set Tuscan designed town houses and villa featuring: 3 large bedrooms (main with EN-SUITE) all with built-in robes, 2 bathrooms, 3 toilets, spacious open plan living, dining and kitchen area, air conditioning, tiled outdoor patio and entertainment area, remote lock-up garage plus additional adjacent parking space."
$350 p.w.,"[datetime.date(2018, 9, 26)]",Not provided,[2],"Ensuite:,1,Living Areas:,1,Built-in Wardrobes",[3],Villa,Property Type: Villa Garaging / carparking: Double lock-up,"Harcourts South West BDM,Harcourts South West Real Estate",[423606682],"<span class=""rate""></span>",[2],"<span class=""price""></span>",4076,69/35 Ashridge Road,I Ain't No High Maintenance #Imakeeper,"Garage Spaces:,2",Darra,https://www.realestate.com.au/property-villa-qld-darra-423606682,Harcourts Centenary Suburbs - Mt Ommaney,Available Now,$350 p.w.,,"$1,400",This highly sought-after townhouse is available now in Oxley Mews!
$430 per week,"[datetime.date(2018, 9, 26)]",Not provided,[1],Air Conditioning,[2],Unit,,"Sarah Ratz,LJ Hooker Graceville",[423560586],"<span class=""rate""></span>",[2],"<span class=""price""></span>",4075,4/508 Oxley Road,Ultra Modern Unit So Close to the City,"Garage Spaces:,1",Sherwood,https://www.realestate.com.au/property-unit-qld-sherwood-423560586,LJ Hooker - .,Available Now,$430 per week,,"$1,720",** ARRANGE AN INSPECTION NOW ** 
$300 per week,"[datetime.date(2018, 9, 26)]",Not provided,[1],"Toilets:,1,Floorboards,Air Conditioning",[3],House,"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Garden, Ceiling Fans",Courtney Pearson,[423881394],"<span class=""rate""></span>",[1],"<span class=""price""></span>",4077,3 Ursa Street,Neat and Tidy family home!,"Carport Spaces:,1",Inala,https://www.realestate.com.au/property-house-qld-inala-423881394,One Agency - Forest Lake,Available Now,$300 per week,Pet Friendly,"$1,200","Offering a simple layout, this home features a large air-conditioned lounge and dining space, with the 3 bedrooms and 1 bathroom located privately down the hallway."
$410 per week,"[datetime.date(2018, 9, 26)]",Not provided,[1],,[3],House,0,Contact Rentals,[423752506],"<span class=""rate""></span>",[2],"<span class=""price""></span>",4073,43 McPherson Road,A House In a Sensational Location. Priced to rent!,"Garage Spaces:,1",Sinnamon Park,https://www.realestate.com.au/property-house-qld-sinnamon+park-423752506,Activerealestate.com.au - .,Available Now,$410 per week,,"$1,640","This 3 bedroom, 2 bathroom house contains a fenced backyard and includes an ensuite, entertainment area, ceiling fans to the living room, a family room and walk in robe to the master bedroom."
$400 Weekly,"[datetime.date(2018, 9, 26)]",Not provided,[2],Air Conditioning,[4],House,,Rentals - Centenary Real Estate,[409098559],"<span class=""rate""></span>",[1],"<span class=""price""></span>",4074,33 Curragundi Road,EASY AND AFFORDABLE - READY NOW!,"Carport Spaces:,1,Garage Spaces:,1",Jindalee,https://www.realestate.com.au/property-house-qld-jindalee-409098559,Centenary Real Estate - Jindalee,Available Now,$400 Weekly,,,You will feel like being in a near new refurbished home with near new carpets and freshly painted throughout. Walk to all that is on offer in Jindalee!
$550 per week,"[datetime.date(2018, 9, 26)]",Not provided,[3],"Ensuite:,1,Living Areas:,2,Toilets:,3,Broadband Internet Available,Built-in Wardrobes,Rumpus Room,Air Conditioning",[3],House,,Stephen Hopson,[419094626],"<span class=""rate""></span>",[3],"<span class=""price""></span>",4074,66 Brownie Street,Partially furnished house,"Remote Garage,Secure Parking,Carport Spaces:,2,Garage Spaces:,1,Balcony,Fully Fenced",Jamboree Heights,https://www.realestate.com.au/property-house-qld-jamboree+heights-419094626,Zero Commission - Australia,Available Now,$550 per week,,,Property ID: 419094626 - required for telephone enquiry.
$420.00 Per Week,"[datetime.date(2018, 9, 26)]",Not provided,[4],"Ensuite:,1,Living Areas:,1",[4],House,,Innovation Rentals,[408462875],"<span class=""rate""></span>",[2],"<span class=""price""></span>",4074,42 Moolingal Street,Dual living home in central Jindalee,"Carport Spaces:,2,Garage Spaces:,2",Jindalee,https://www.realestate.com.au/property-house-qld-jindalee-408462875,Innovation Real Estate - Jamboree Heights,Sat 06-Oct-18,$420.00 Per Week,Pet Friendly,"$1,680",This lovely family home in Jindalee is set up for dual living with a kitchenette and ensuite in the downstairs room. Upstairs features polished floors and an open lounge and dining rooms with a great kitchen with good appliances. A great balcony off the lounge catches the breezes and sunsets perfect for that afternoon beer or wine.
$295 per week,"[datetime.date(2018, 9, 26)]",Not provided,[1],,[1],Unit,"Close to Schools, Close to Shops, Close to Transport","Sarah Ratz,LJ Hooker Graceville",[423947666],"<span class=""rate""></span>",[1],"<span class=""price""></span>",4075,4/44 Martindale Street,MODERN & AFFORDABLE,"Garage Spaces:,1",Corinda,https://www.realestate.com.au/property-unit-qld-corinda-423947666,LJ Hooker - .,Available Now,$295 per week,,"$1,180",Property Features 
$540 per week,"[datetime.date(2018, 9, 26)]",Not provided,[2],"Ensuite:,1,Toilets:,3,Built-in Wardrobes,Dishwasher,Air Conditioning",[3],Townhouse,0,Yeni Cook 0411036998,[423979086],"<span class=""rate""></span>",[2],"<span class=""price""></span>",4074,11/5 Central Ave,This large two level 3 bedroom townhouse is more than just a ‘rental’,"Remote Garage,Garage Spaces:,2,Balcony,Deck",Mount Ommaney,https://www.realestate.com.au/property-townhouse-qld-mount+ommaney-423979086,Joy Realty - Sunnybank,Available Now,$540 per week,Pet Friendly,"$2,160",This two level 3 bedroom townhouse is more than just a ‘rental’. 
380 weekly,"[datetime.date(2018, 9, 26)]",Not provided,[2],"Toilets:,3,Air Conditioning",[3],Townhouse,"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Garden, Onsite Managers",Summer Dong,[423996614],"<span class=""rate""></span>",[2],"<span class=""price""></span>",4077,35 Kathleen,Living in Richlands,"Secure Parking,Garage Spaces:,2,Swimming Pool - Inground",Richlands,https://www.realestate.com.au/property-townhouse-qld-richlands-423996614,Raine & Horne - Onsite Sales,Available Now,380 weekly,Pet Friendly,"$1,520",Be quick for this rare opportunity. Family friendly and secured complex in the best location of Richlands. 
$350 p.w.,"[datetime.date(2018, 9, 26)]",Not provided,[1],,[3],House,Property Type: House Garaging / carparking: Single lock-up Property Features: Smoke alarms,Harcourts South West BDM,[413238427],"<span class=""rate""></span>",[1],"<span class=""price""></span>",4074,328 Sumners Road,Pick Me Up Before I Go Go!,"Garage Spaces:,1",Riverhills,https://www.realestate.com.au/property-house-qld-riverhills-413238427,Harcourts Centenary Suburbs - Mt Ommaney,Available Now,$350 p.w.,,"$1,400","This lowset brick and tile home offers three bedrooms and one bathroom. The property features security screens throughout and ceiling fans in 2 bedrooms. Enjoy entertaining with a good-sized tiled kitchen, dining room and separate lounge. Also offers single lock-up garage and the backyard is fully fenced. Pets are negotiable. "
$820 per week,"[datetime.date(2018, 9, 26)]",Not provided,[2],"Ensuite:,1,Living Areas:,2,Toilets:,3,Intercom,Built-in Wardrobes,Dishwasher,Ducted Vacuum System,Split-system Air Conditioning,Air Conditioning",[4],House,,"Jaclyn Lazarou,Jonathan Najarro",[424704598],"<span class=""rate""></span>",[2],"<span class=""price""></span>",4068,20 Laurel Avenue,Come and See this Spectacular Beauty on Laurel Ave,"Secure Parking,Garage Spaces:,2,Fully Fenced",Chelmer,https://www.realestate.com.au/property-house-qld-chelmer-424704598,Place - Graceville,Available Now,$820 per week,,"$4,920",This charming brick home is spread over two spacious levels offering all the comforts you could ask for.
$370 p/w,"[datetime.date(2018, 9, 26)]",Not provided,[1],,[2],Duplex/Semi-Detached,,Steve Hoo,[424695130],"<span class=""rate""></span>",[2],"<span class=""price""></span>",4074,19B Sawmill Cct,BEAUTIFUL ALMOST NEW DUPLEX!,"Garage Spaces:,1",Riverhills,https://www.realestate.com.au/property-duplex+semi+detached-qld-riverhills-424695130,Optime Properties - RIVERHILLS,Wed 10-Oct-18,$370 p/w,,"$1,480","This beautiful near new duplex is located in the highly sought after and peaceful suburb of Riverhills. This unit contains 2 Bedrooms, 2 Bathrooms with a Master Ensuite and 1 lock up garage with internal access. Open plan living with elegant outdoor entertaining area and a big back yard."
$690 per week,"[datetime.date(2018, 9, 26)]",Not provided,,"Ensuite:,1,Living Areas:,2,Toilets:,3,Floorboards,Built-in Wardrobes,Dishwasher,Air Conditioning",[3],House,,"Jonathan Najarro,Jaclyn Lazarou",[424704634],"<span class=""rate""></span>",[3],"<span class=""price""></span>",4075,149 Strong Avenue,Elegance in Central Graceville,"Remote Garage,Deck,Fully Fenced",Graceville,https://www.realestate.com.au/property-house-qld-graceville-424704634,Place - Graceville,Available Now,$690 per week,,"$2,760",This character filled property has traditional elegance with modern design to offer all the conveniences you would expect.  Spread over 2 generous levels this beautifully presented home has it all.
$420 per week,"[datetime.date(2018, 9, 26)]",Not provided,[2],"Built-in Wardrobes,Dishwasher,Split-system Air Conditioning",[4],House,,Vanessa Mc Cready,[424021118],"<span class=""rate""></span>",[2],"<span class=""price""></span>",4077,52 Jordan Street,2 WEEKS FREE RENT !!!,"Remote Garage,Garage Spaces:,2,Outdoor Entertaining Area,Fully Fenced",Richlands,https://www.realestate.com.au/property-house-qld-richlands-424021118,Twenty Four Seven Realty - -,Available Now,$420 per week,,"$1,680","Beautiful home in a nice, quiet pocket of Richlands"
$465 p.w.,"[datetime.date(2018, 9, 26)]",Not provided,[4],,[3],House,"Property Type: House Property Features: Unfurnished, Pets Allowed","Cassie Turner,Maddison Gleeson",[423638534],"<span class=""rate""></span>",[1],"<span class=""price""></span>",4076,24 Harcourt Road,Just Walk Right In And Start Living Here,"Carport Spaces:,2,Garage Spaces:,2",Darra,https://www.realestate.com.au/property-house-qld-darra-423638534,Harcourts Local,Available Now,$465 p.w.,Pet Friendly,,"Positioned on Harcourt Rd Darra this original home is in the heart of a growing area offering a superb lifestyle, moments from popular cafes, the new Darra train and bus interchange with easy access to the Ipswich Motorway and Centenary Highway, local shops and a number of quality schools for all ages. "
$645 per week,"[datetime.date(2018, 9, 26)]",Not provided,[2],"Living Areas:,1,Floorboards,Built-in Wardrobes,Air Conditioning",[4],House,,"Jonathan Najarro,Jaclyn Lazarou",[424722202],"<span class=""rate""></span>",[1],"<span class=""price""></span>",4075,65 Gray Avenue,This classic Queenslander is ready for a new family to make it their own with a pool!,"Carport Spaces:,2,Deck,Fully Fenced,Swimming Pool - Inground",Corinda,https://www.realestate.com.au/property-house-qld-corinda-424722202,Place - Graceville,Available Now,$645 per week,,"$2,580","This is a fabulous family home, offering a great entertaining space, beautiful veranda and a sparkling inground pool. "
$320 per week,"[datetime.date(2018, 9, 26)]",https://www.realestate.com.au/floorplan_new.ds?id=424783442&theme=rea.rent,[1],,[3],House,"Close to Schools, Close to Shops, Close to Transport",Simon Le,[424783442],"<span class=""rate""></span>",[1],"<span class=""price""></span>",4077,54 Aldebaran Street,LOW MAINTENANCE LIVING CLOSE TO ALL AMENITIES,"Garage Spaces:,1",Inala,https://www.realestate.com.au/property-house-qld-inala-424783442,Ray White Forest Lake,Mon 01-Oct-18,$320 per week,,"$1,280",**HOW TO INSPECT THE HOME DETAILS BELOW** 
$850.00 per week,"[datetime.date(2018, 9, 26)]",Not provided,[2],"Ensuite:,1,Living Areas:,2,Toilets:,1,Dishwasher,Air Conditioning",[4],House,"Deck, Terrace/paved, Outdoor entertainment area, Undercover outdoor area, Fenced",Moira Dixon,[419582326],"<span class=""rate""></span>",[3],"<span class=""price""></span>",4075,9 Linda St,Lovely Renovated Queenslander - In Ground Pool,"Garage Spaces:,2,Deck,Outdoor Entertaining Area,Fully Fenced,Swimming Pool - Inground",Sherwood,https://www.realestate.com.au/property-house-qld-sherwood-419582326,Walsh and Dixon Real Estate - Graceville,Mon 05-Nov-18,$850.00 per week,,"$3,400",Enjoy all that this beautiful Queensland Home has to offer.
