bed,price_des,title,url,date_available,other_feature,median_rent,indoor_feature,car,outdoor_feature,bond,suburb,agent,agency,bathroom,property_type,allowance,description,price,floorplan,property_id,rental_yield,post_code,crawl_date,street_address 
[3],$450 / week,105 Oldfield Road Sinnamon Park,https://www.realestate.com.au/property-townhouse-qld-sinnamon+park-417189650,Available Now,,"<span class=""price""></span>","Ensuite:,1,Toilets:,2,Gym,Built-in Wardrobes,Dishwasher,Air Conditioning",[2],"Remote Garage,Garage Spaces:,1,Open Car Spaces:,1,Tennis Court","$1,800",Sinnamon Park,Nan Li,Australian Property Management Alliance - Mango Hill,[2],Townhouse,,"High set Tuscan designed town houses and villa featuring: 3 large bedrooms (main with EN-SUITE) all with built-in robes, 2 bathrooms, 3 toilets, spacious open plan living, dining and kitchen area, air conditioning, tiled outdoor patio and entertainment area, remote lock-up garage plus additional adjacent parking space.","$450,$450,",Not provided,[417189650],"<span class=""rate""></span>",4073,"[datetime.date(2018, 9, 26)]",39 / 105 OLDFIELD RD
[2],$290 per week,INALA,https://www.realestate.com.au/property-house-qld-inala-423363514,Available Now,0,"<span class=""price""></span>",Broadband Internet Available,[1],"Carport Spaces:,1,Fully Fenced","$1,160",Inala,Cartwright Property Group,Cartwright Property Group - GRACEVILLE,[1],House,,"- Sorry, No pets","$290,$290,",Not provided,[423363514],"<span class=""rate""></span>",4077,"[datetime.date(2018, 9, 26)]",99 Serviceton Avenue
[3],$355 per week,OXLEY,https://www.realestate.com.au/property-house-qld-oxley-423417570,Available Now,0,"<span class=""price""></span>","Floorboards,Broadband Internet Available,Built-in Wardrobes",[1],"Garage Spaces:,1","$1,420",Oxley,Cartwright Property Group,Cartwright Property Group - GRACEVILLE,[1],House,,- 3 x Bedroom home in quiet location,"$355,$355,",Not provided,[423417570],"<span class=""rate""></span>",4075,"[datetime.date(2018, 9, 26)]",27 Ingham Street
[3],$300 per week,Neat and Tidy family home!,https://www.realestate.com.au/property-house-qld-inala-423881394,Available Now,"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Garden, Ceiling Fans","<span class=""price""></span>","Toilets:,1,Floorboards,Air Conditioning",[1],"Carport Spaces:,1","$1,200",Inala,Courtney Pearson,One Agency - Forest Lake,[1],House,Pet Friendly,"Offering a simple layout, this home features a large air-conditioned lounge and dining space, with the 3 bedrooms and 1 bathroom located privately down the hallway.","$300,$300,",Not provided,[423881394],"<span class=""rate""></span>",4077,"[datetime.date(2018, 9, 26)]",3 Ursa Street
[3],$410 per week,A House In a Sensational Location. Priced to rent!,https://www.realestate.com.au/property-house-qld-sinnamon+park-423752506,Available Now,0,"<span class=""price""></span>",,[1],"Garage Spaces:,1","$1,640",Sinnamon Park,Contact Rentals,Activerealestate.com.au - .,[2],House,,"This 3 bedroom, 2 bathroom house contains a fenced backyard and includes an ensuite, entertainment area, ceiling fans to the living room, a family room and walk in robe to the master bedroom.","$410,$410,",Not provided,[423752506],"<span class=""rate""></span>",4073,"[datetime.date(2018, 9, 26)]",43 McPherson Road
[1],$295 per week,MODERN & AFFORDABLE,https://www.realestate.com.au/property-unit-qld-corinda-423947666,Available Now,"Close to Schools, Close to Shops, Close to Transport","<span class=""price""></span>",,[1],"Garage Spaces:,1","$1,180",Corinda,"Sarah Ratz,LJ Hooker Graceville",LJ Hooker - .,[1],Unit,,Property Features ,"$295,$295,",Not provided,[423947666],"<span class=""rate""></span>",4075,"[datetime.date(2018, 9, 26)]",4/44 Martindale Street
[4],$400 Weekly,EASY AND AFFORDABLE - READY NOW!,https://www.realestate.com.au/property-house-qld-jindalee-409098559,Available Now,,"<span class=""price""></span>",Air Conditioning,[2],"Carport Spaces:,1,Garage Spaces:,1",,Jindalee,Rentals - Centenary Real Estate,Centenary Real Estate - Jindalee,[1],House,,You will feel like being in a near new refurbished home with near new carpets and freshly painted throughout. Walk to all that is on offer in Jindalee!,"$400,$400,",Not provided,[409098559],"<span class=""rate""></span>",4074,"[datetime.date(2018, 9, 26)]",33 Curragundi Road
[3],$440 / week,105 Oldfield Road Sinnamon Park,https://www.realestate.com.au/property-townhouse-qld-sinnamon+park-423560326,Available Now,,"<span class=""price""></span>","Ensuite:,1,Toilets:,3,Intercom,Built-in Wardrobes,Dishwasher,Air Conditioning",[2],"Remote Garage,Secure Parking,Carport Spaces:,1,Garage Spaces:,1,Fully Fenced,Swimming Pool - Inground,Tennis Court","$1,760",Sinnamon Park,Nan Li,Australian Property Management Alliance - Mango Hill,[2],Townhouse,,"High set Tuscan designed town houses and villa featuring: 3 large bedrooms (main with EN-SUITE) all with built-in robes, 2 bathrooms, 3 toilets, spacious open plan living, dining and kitchen area, air conditioning, tiled outdoor patio and entertainment area, remote lock-up garage plus additional adjacent parking space.","$440,$440,",Not provided,[423560326],"<span class=""rate""></span>",4073,"[datetime.date(2018, 9, 26)]",30 / 105 OLDFIELD RD
[2],$430 per week,Ultra Modern Unit So Close to the City,https://www.realestate.com.au/property-unit-qld-sherwood-423560586,Available Now,,"<span class=""price""></span>",Air Conditioning,[1],"Garage Spaces:,1","$1,720",Sherwood,"Sarah Ratz,LJ Hooker Graceville",LJ Hooker - .,[2],Unit,,** ARRANGE AN INSPECTION NOW ** ,"$430,$430,",Not provided,[423560586],"<span class=""rate""></span>",4075,"[datetime.date(2018, 9, 26)]",4/508 Oxley Road
[3],$540 per week,This large two level 3 bedroom townhouse is more than just a ‘rental’,https://www.realestate.com.au/property-townhouse-qld-mount+ommaney-423979086,Available Now,0,"<span class=""price""></span>","Ensuite:,1,Toilets:,3,Built-in Wardrobes,Dishwasher,Air Conditioning",[2],"Remote Garage,Garage Spaces:,2,Balcony,Deck","$2,160",Mount Ommaney,Yeni Cook 0411036998,Joy Realty - Sunnybank,[2],Townhouse,Pet Friendly,This two level 3 bedroom townhouse is more than just a ‘rental’. ,"$540,$540,",Not provided,[423979086],"<span class=""rate""></span>",4074,"[datetime.date(2018, 9, 26)]",11/5 Central Ave
[3],380 weekly,Living in Richlands,https://www.realestate.com.au/property-townhouse-qld-richlands-423996614,Available Now,"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Garden, Onsite Managers","<span class=""price""></span>","Toilets:,3,Air Conditioning",[2],"Secure Parking,Garage Spaces:,2,Swimming Pool - Inground","$1,520",Richlands,Summer Dong,Raine & Horne - Onsite Sales,[2],Townhouse,Pet Friendly,Be quick for this rare opportunity. Family friendly and secured complex in the best location of Richlands. ,,Not provided,[423996614],"<span class=""rate""></span>",4077,"[datetime.date(2018, 9, 26)]",35 Kathleen
[4],$420.00 Per Week,Dual living home in central Jindalee,https://www.realestate.com.au/property-house-qld-jindalee-408462875,Sat 06-Oct-18,,"<span class=""price""></span>","Ensuite:,1,Living Areas:,1",[4],"Carport Spaces:,2,Garage Spaces:,2","$1,680",Jindalee,Innovation Rentals,Innovation Real Estate - Jamboree Heights,[2],House,Pet Friendly,This lovely family home in Jindalee is set up for dual living with a kitchenette and ensuite in the downstairs room. Upstairs features polished floors and an open lounge and dining rooms with a great kitchen with good appliances. A great balcony off the lounge catches the breezes and sunsets perfect for that afternoon beer or wine.,"$420,$420,",Not provided,[408462875],"<span class=""rate""></span>",4074,"[datetime.date(2018, 9, 26)]",42 Moolingal Street
[4],$420 per week,2 WEEKS FREE RENT !!!,https://www.realestate.com.au/property-house-qld-richlands-424021118,Available Now,,"<span class=""price""></span>","Built-in Wardrobes,Dishwasher,Split-system Air Conditioning",[2],"Remote Garage,Garage Spaces:,2,Outdoor Entertaining Area,Fully Fenced","$1,680",Richlands,Vanessa Mc Cready,Twenty Four Seven Realty - -,[2],House,,"Beautiful home in a nice, quiet pocket of Richlands","$420,$420,",Not provided,[424021118],"<span class=""rate""></span>",4077,"[datetime.date(2018, 9, 26)]",52 Jordan Street
[3],$550 per week,Partially furnished house,https://www.realestate.com.au/property-house-qld-jamboree+heights-419094626,Available Now,,"<span class=""price""></span>","Ensuite:,1,Living Areas:,2,Toilets:,3,Broadband Internet Available,Built-in Wardrobes,Rumpus Room,Air Conditioning",[3],"Remote Garage,Secure Parking,Carport Spaces:,2,Garage Spaces:,1,Balcony,Fully Fenced",,Jamboree Heights,Stephen Hopson,Zero Commission - Australia,[3],House,,Property ID: 419094626 - required for telephone enquiry.,"$550,$550,",Not provided,[419094626],"<span class=""rate""></span>",4074,"[datetime.date(2018, 9, 26)]",66 Brownie Street
[3],$320 PW,Pet Friendly Value for Money in Darra,https://www.realestate.com.au/property-house-qld-darra-424225014,Available Now,,"<span class=""price""></span>","Toilets:,1,Floorboards,Air Conditioning",[2],"Garage Spaces:,2,Balcony,Fully Fenced","$1,280",Darra,Kimberley Cattermole,First National Oxley - OXLEY,[1],House,Pet Friendly,"Tidy high-set home in good condition. Massive Fenced yard,","$320,$320,",Not provided,[424225014],"<span class=""rate""></span>",4076,"[datetime.date(2018, 9, 26)]",12 Southern Cross Avenue
[3],$350 p.w.,I Ain't No High Maintenance #Imakeeper,https://www.realestate.com.au/property-villa-qld-darra-423606682,Available Now,Property Type: Villa Garaging / carparking: Double lock-up,"<span class=""price""></span>","Ensuite:,1,Living Areas:,1,Built-in Wardrobes",[2],"Garage Spaces:,2","$1,400",Darra,"Harcourts South West BDM,Harcourts South West Real Estate",Harcourts Centenary Suburbs - Mt Ommaney,[2],Villa,,This highly sought-after townhouse is available now in Oxley Mews!,"$350,$350,",Not provided,[423606682],"<span class=""rate""></span>",4076,"[datetime.date(2018, 9, 26)]",69/35 Ashridge Road
[3],$350 p.w.,Pick Me Up Before I Go Go!,https://www.realestate.com.au/property-house-qld-riverhills-413238427,Available Now,Property Type: House Garaging / carparking: Single lock-up Property Features: Smoke alarms,"<span class=""price""></span>",,[1],"Garage Spaces:,1","$1,400",Riverhills,Harcourts South West BDM,Harcourts Centenary Suburbs - Mt Ommaney,[1],House,,"This lowset brick and tile home offers three bedrooms and one bathroom. The property features security screens throughout and ceiling fans in 2 bedrooms. Enjoy entertaining with a good-sized tiled kitchen, dining room and separate lounge. Also offers single lock-up garage and the backyard is fully fenced. Pets are negotiable. ","$350,$350,",Not provided,[413238427],"<span class=""rate""></span>",4074,"[datetime.date(2018, 9, 26)]",328 Sumners Road
[3],$380 per week,Convenience at its best.,https://www.realestate.com.au/property-house-qld-inala-420883586,Available Now,"Close to Schools, Close to Shops, Close to Transport","<span class=""price""></span>","Toilets:,1",,,"$1,520",Inala,Michelle Nguyen,Rightway Realty - Darra,[1],House,,This house is situated on a corner block only 200m away from Inala Shopping Centre.,"$380,$380,",https://www.realestate.com.au/floorplan_new.ds?id=420883586&theme=rea.rent,[420883586],"<span class=""rate""></span>",4077,"[datetime.date(2018, 9, 26)]",123 Inala Ave
[3],365 + 3 weeks free rent,Brand New - Ready for Occupancy,https://www.realestate.com.au/property-townhouse-qld-richlands-424581438,Available Now,"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Garden, Ceiling fans","<span class=""price""></span>","Toilets:,3,Air Conditioning",[1],"Secure Parking,Garage Spaces:,1,Balcony","$1,620",Richlands,Bob Stalling,Raine & Horne - Onsite Sales,[2],Townhouse,,"This brand new, 3 bedroom townhouse is available for rent NOW.",,Not provided,[424581438],"<span class=""rate""></span>",4077,"[datetime.date(2018, 9, 26)]",12/280 Government Road
[4],$580 Per Week With A Granny Flat,IF YOU ARE LOOKING FOR SPACE AND A GRANNY FLAT - THIS HOME IS FOR YOU,https://www.realestate.com.au/property-house-qld-riverhills-424594206,Available Now,,"<span class=""price""></span>","Ensuite:,1,Toilets:,1,Study,Built-in Wardrobes,Pay TV Access,Dishwasher,Air Conditioning",[3],"Secure Parking,Carport Spaces:,1,Garage Spaces:,2,Courtyard,Outdoor Entertaining Area,Fully Fenced,Swimming Pool - Inground",,Riverhills,"Adam Workman,Katy Lightwood",RE/MAX Ignite - RIVERHILLS,[4],House,,"When you walk into this property you will feel the sense of space.  Offering a large living room with air conditioning, kitchen meals area with dishwasher and electric cooking.","$580,$580,",Not provided,[424594206],"<span class=""rate""></span>",4074,"[datetime.date(2018, 9, 26)]",38 Tigris St
[3],$490 per week,RENOVATED HOME WITH A POOL IN THE HEART OF GRACEVILLE,https://www.realestate.com.au/property-house-qld-graceville-422078614,Available Now,"Close to Schools, Close to Shops, Close to Transport, Separate Dining","<span class=""price""></span>","Floorboards,Air Conditioning",[2],"Secure Parking,Carport Spaces:,2,Balcony,Swimming Pool - Inground","$1,960",Graceville,Rentals Department,Poulsen Property - Graceville,[2],House,Pet Friendly,"This three bedroom, 2 bathroom home is situated in the heart of Graceville in close proximity to shops, train, restaurants and schools. Modern kitchen with dishwasher. Air-conditioned lounge. Easy access to the rear covered deck from the dining room.","$490,$490,",Not provided,[422078614],"<span class=""rate""></span>",4075,"[datetime.date(2018, 9, 26)]",259 Verney Road East
[3],$335 per week,Beautiful Family Home ; INCLUDES SOLAR,https://www.realestate.com.au/property-house-qld-inala-409732815,Available Now,"Internal Laundry, Close to shops, Close to transport","<span class=""price""></span>",Air Conditioning,[2],"Carport Spaces:,1,Garage Spaces:,1","$1,340",Inala,Reception Team,Your Choice Realty - Forest Lake,[1],House,Pet Friendly,"This well presented spacious three bedroom home is close to all amentities such as the Primary School, Public Transport and ONLY mintues away from the motorway to the City. ","$335,$335,",Not provided,[409732815],"<span class=""rate""></span>",4077,"[datetime.date(2018, 9, 26)]",16 Spoonbill Street Inala
[3],365 + 3 weeks free rent,Brand New - Ready for Occupancy,https://www.realestate.com.au/property-townhouse-qld-richlands-424581186,Available Now,"Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Garden, Ceiling fans","<span class=""price""></span>","Toilets:,3,Air Conditioning",[1],"Secure Parking,Garage Spaces:,1,Balcony","$1,620",Richlands,Bob Stalling,Raine & Horne - Onsite Sales,[2],Townhouse,,"This brand new, 3 bedroom townhouse is available for rent NOW.",,Not provided,[424581186],"<span class=""rate""></span>",4077,"[datetime.date(2018, 9, 26)]",73/280 Government Road
