car,bed,suburb,date_available,indoor_feature,title,bond,post_code,price_des,description,allowance,url,rental_yield,other_feature,property_id,price,outdoor_feature,property_type,crawl_date,floorplan,median_rent,street_address,bathroom,agent,agency 
[1],[3],Richlands,Available Now,"Toilets:,3,Air Conditioning",Brand New - Ready for Occupancy,"$1,620",4077,365 + 3 weeks free rent,"This brand new, 3 bedroom townhouse is available for rent NOW.",,https://www.realestate.com.au/property-townhouse-qld-richlands-424581186,"<span class=""rate""></span>","Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Garden, Ceiling fans",[424581186],"365,3","Secure Parking,Garage Spaces:,1,Balcony",Townhouse,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",73/280 Government Road,[2],Bob Stalling,Raine & Horne - Onsite Sales
[2],[3],Richlands,Available Now,Air Conditioning,Modern double garage double air con.  townhouse - Excellent location,"$1,500",4077,375/week,Modern double garage and Double Air Conditioners town home with extra car parks.,,https://www.realestate.com.au/property-townhouse-qld-richlands-424788794,"<span class=""rate""></span>",,[424788794],375,"Garage Spaces:,2,Swimming Pool - Inground",Townhouse,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",10 McEwan Street,[2],Angus Wang,THEONSITEMANAGER - Hendra
[1],[4],Oxley,Thu 08-Nov-18,"Broadband Internet Available,Built-in Wardrobes,Dishwasher,Air Conditioning",OXLEY,"$2,040",4075,$510 per week,"- Sorry, no pets",,https://www.realestate.com.au/property-house-qld-oxley-424782026,"<span class=""rate""></span>",0,[424782026],510,"Secure Parking,Garage Spaces:,1,Courtyard",House,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",16 Thornburgh Street,[2],Cartwright Property Group,Cartwright Property Group - GRACEVILLE
[3],[4],Mount Ommaney,Tue 23-Oct-18,,COME HOME TO YOUR OWN PRIVATE RESORT!,,4074,$690 Weekly including pool and garden maintenance!,Welcome to your own private resort style home - wait 'til you see what is on offer!,Pet Friendly,https://www.realestate.com.au/property-house-qld-mount+ommaney-416706573,"<span class=""rate""></span>",,[416706573],690,"Garage Spaces:,3",House,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",3 CUNNINGHAM COURT,[2],Rentals - Centenary Real Estate,Centenary Real Estate - Jindalee
[1],[3],Corinda,Available Now,"Ensuite:,1,Living Areas:,1,Toilets:,1,Built-in Wardrobes,Dishwasher,Ducted Heating,Ducted Cooling,Air Conditioning","IMMACULATE TOWNHOUSE , THREE BEDROOMS, ENSUITE, DUCTED AIR-CONDITIONING THROUGHOUT, DISHWASHER, PRIVATE COUTYARD, LOCKUP GARAGE","$1,760",4075,LEASED,"AVAILABLE NOW - SEE THIS WEEK'S OPEN HOUSES - NO REGISTRATION, PLEASE CHECK THE LISTING REGULARLY FOR UPDATES",,https://www.realestate.com.au/property-townhouse-qld-corinda-404857174,"<span class=""rate""></span>",,[404857174],,"Garage Spaces:,1,Balcony,Courtyard",Townhouse,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",3/709 Oxley Road,[2],Angus Lilley,Lilley + Power Property Agents - Indooroopilly
[2],[3],Corinda,Tue 16-Oct-18,"Broadband Internet Available,Air Conditioning",CORINDA,"$1,780",4075,$445 per week,"-Sorry, no pets",,https://www.realestate.com.au/property-house-qld-corinda-424740650,"<span class=""rate""></span>",0,[424740650],445,"Secure Parking,Carport Spaces:,1,Garage Spaces:,1,Deck",House,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",5 Gosfield Street,[1],Cartwright Property Group,Cartwright Property Group - GRACEVILLE
[2],[4],Oxley,Tue 02-Oct-18,"Built-in Wardrobes,Dishwasher,Air Conditioning",Well-appointed Family Home!,"$2,040",4075,$510 weekly,"Located on a level 404m2, this wonderfully designed 4 bedroom home is perfect for a growing family. ",,https://www.realestate.com.au/property-house-qld-oxley-424794786,"<span class=""rate""></span>",,[424794786],510,"Remote Garage,Garage Spaces:,2,Fully Fenced",House,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",3 Krystelle Close,[2],Jess Cleveland,Coronis - LUTWYCHE
[2],[3],Sinnamon Park,Fri 23-Nov-18,"Ensuite:,1,Toilets:,3,Built-in Wardrobes",Beuna Vista Townhouse,,4073,$450 Weekly,"This two-storey townhouse in situated in the Buena Vista Complex close to Mt Ommaney Shopping Centre, public transport, schools and easy access to the western freeway.",,https://www.realestate.com.au/property-house-qld-sinnamon+park-424736762,"<span class=""rate""></span>",,[424736762],450,"Carport Spaces:,1,Garage Spaces:,1",House,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",,[2],Centenary Jindalee,Centenary Real Estate - Jindalee
[2],[4],Inala,Wed 10-Oct-18,"Living Areas:,2",Large Family Home In Great Location,"$1,840",4077,$460 p.w.,"This beautiful double story brick home close to amenities, schools, churches and parks has the following features; ",,https://www.realestate.com.au/property-house-qld-inala-424741490,"<span class=""rate""></span>",Property Type: House Floor Area: squares: 637,[424741490],460,"Garage Spaces:,2",House,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",147 Azaela Street,[3],Harcourts South West BDM,Harcourts Centenary Suburbs - Mt Ommaney
[2],[3],Inala,Available Now,"Built-in Wardrobes,Air Conditioning",Close to all conviences,,4077,$330pw,"This 3 bedroom home has been freshly painted throughout, Kitchen/dining area has vinyl and new timber laminate throughout, air conditioning in the lounge to be installed soon, with ceiling fans in the 2 bedroom. Security screen doors front and back with fly screens/ security grills throughout. Fully fenced front and back yard with a single carport.",,https://www.realestate.com.au/property-house-qld-inala-424741194,"<span class=""rate""></span>","close to schools,close to shops,close to transport",[424741194],330,"Carport Spaces:,1,Open Car Spaces:,1,Shed",House,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",3 Goldfinch Street,[1],Property Management Team,Coulson Real Estate - Inala
[1],[3],Oxley,Sat 29-Sep-18,"Toilets:,3,Alarm System,Air Conditioning","3 BEDROOM, 2 BATHROOM, 1 GARAGE TOWNHOUSE IN QUIET COMPLEX","$1,580",4075,$385 per week,Exclusive townhouse community is neat and tidy all year round and a must to inspect.,,https://www.realestate.com.au/property-townhouse-qld-oxley-423178134,"<span class=""rate""></span>","Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Garden",[423178134],385,"Secure Parking,Garage Spaces:,1",Townhouse,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",26/10 Chapman Place,[2],Ethan Fei,RAAS Group
[2],[3],Richlands,Wed 10-Oct-18,"Ensuite:,1,Toilets:,3",04/15 James Edward Street Richlands,,4077,$360/Wk,"Newly refurbished looks and well spaced rooms, it is perfect for couples and small families!",,https://www.realestate.com.au/property-townhouse-qld-richlands-424743598,"<span class=""rate""></span>",,[424743598],360,"Remote Garage,Garage Spaces:,1,Open Car Spaces:,1",Townhouse,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",04/15 James Edward Street,[2],Richlands Rise,Australian Property Management Alliance - Mango Hill
[1],[3],Richlands,Mon 08-Oct-18,"Toilets:,3,Air Conditioning",NEAR NEW TOWNHOUSE -  MINUTES FROM TRAIN AND BUSES  IN VERY QUIET COMPLEX,"$1,440",4077,$360 per week,Please contact us for a viewing. ,,https://www.realestate.com.au/property-townhouse-qld-richlands-417815670,"<span class=""rate""></span>","Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Garden, courtyard",[417815670],360,"Secure Parking,Garage Spaces:,1,Balcony,Swimming Pool - Inground",Townhouse,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",137 Progress Road,[2],Sharon Wendt,Raine & Horne - Onsite Sales
[1],[3],Richlands,Wed 10-Oct-18,"Built-in Wardrobes,Dishwasher",Inspired Master-Planned Living,,4077,$360 per week,"Azure Living is pleased to present to you The Grove Edition, Richlands. A master-planned community of 3 and 4 bedroom terraces featuring an outdoor pool and entertainment area. Surrounded by subtropical landscaping and nestled within the growing Western suburb of Richlands. Spanning over two levels, this contemporary terrace home is an impeccable fusion of space and convenience.",,https://www.realestate.com.au/property-townhouse-qld-richlands-424749514,"<span class=""rate""></span>",,[424749514],360,"Garage Spaces:,1,Courtyard,Fully Fenced,Swimming Pool - Inground",Townhouse,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",24/7 Giosam Street,[1],Fem Douglas,Azure Living - QLD
[2],[4],Sumner,Available Now,,"Stylish Family Home - New Paint, Carpet and Security Screens","$1,960",4074,$490 per week,"Four bedrooms, all with built-in wardrobes and ceiling fans, master with ensuite, carpeted formal lounge room, spacious kitchen with breakfast bar, ceramic cook top, stainless steel oven and dishwasher, large tiled and air condtioned dining/family room opening up to the private tiled al fresco area at rear. Low maintenance landscaped yard, fully fenced at the rear. Remote double lock up garage with internal entry. New paint and carpet and security screens to be installed.",,https://www.realestate.com.au/property-house-qld-sumner-410720755,"<span class=""rate""></span>",,[410720755],490,"Garage Spaces:,2",House,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",9 Copmanhurst Place,[2],Peter Kilby,Maison Real Estate -  Mount Ommaney
[1],[3],Inala,Available Now,"Living Areas:,1,Toilets:,1",READY TO MOVE IN,"$1,300",4077,$325 per week,"Sitting on a generous 678qm2 block, this property at 15 Clematis Street ",Pet Friendly,https://www.realestate.com.au/property-house-qld-inala-424754626,"<span class=""rate""></span>",,[424754626],325,"Garage Spaces:,1,Courtyard,Fully Fenced",House,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",15 clematics st,[2],Wayne Hoang,Southern Sky Realty - JINDALEE
[2],[4],Sinnamon Park,Available Now,,IF YOUR LOOKING FOR SOMETHING NICE...,,4073,$510 Weekly,"A very nice family home, high on the hill in popular Sinnamon Park. Spacious with lots of special features. Only minutes to all the amenities you could need including main bus route and only 15kms to Brisbane CBD. A must see!",,https://www.realestate.com.au/property-house-qld-sinnamon+park-405308476,"<span class=""rate""></span>",,[405308476],510,"Garage Spaces:,2",House,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",56 Angus Street,[2],Centenary Real Estate,Centenary Real Estate - Jindalee
[2],[3],Oxley,Fri 05-Oct-18,"Ensuite:,1,Toilets:,3,Study,Broadband Internet Available,Built-in Wardrobes,Pay TV Access,Dishwasher","Best location, specious 3 beds townhouse now ready for lease","$1,580",4075,$395 per week,This property is located in a complex with convenience at its door step !!!,,https://www.realestate.com.au/property-townhouse-qld-oxley-424754762,"<span class=""rate""></span>",,[424754762],395,"Remote Garage,Secure Parking,Garage Spaces:,2,Outdoor Entertaining Area,Fully Fenced,Swimming Pool - Inground",Townhouse,"[datetime.date(2018, 9, 26)]",https://www.realestate.com.au/floorplan_new.ds?id=424754762&theme=rea.rent,"<span class=""price""></span>",9/100 Oakmont Avenue,[2],Patrick Leou',nextrealty.com.au
[2],[3],Inala,Available Now,"Living Areas:,1,Toilets:,1",READY TO MOVE IN,"$1,360",4077,$340 per week,Rock solid home with a pool,Pet Friendly,https://www.realestate.com.au/property-house-qld-inala-424754834,"<span class=""rate""></span>",,[424754834],340,"Garage Spaces:,2,Courtyard,Fully Fenced,Swimming Pool - Inground",House,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",27 BOSS ROAD,[1],Wayne Hoang,Southern Sky Realty - JINDALEE
[1],[2],Sherwood,Available Now,,Air Conditioned 2 Bedroom  Unit in heart of Sherwood,"$1,320",4075,$330 per week,"This light, breezy, Air Conditioned Unit is in a brilliant location in the heart of Sherwood. It is walking distance from Sherwood Station, Woolies and Cafes. While on Oxley Rd, this unit is on the first floor, towards the back of the block making it a quiet home for a couple or single who wants a spacious unit with a sunny Balcony.",,https://www.realestate.com.au/property-apartment-qld-sherwood-424754822,"<span class=""rate""></span>",,[424754822],330,"Carport Spaces:,1",Apartment,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",16/503 Oxley Road,[1],ReDIY Team,ReDIY Australia
[1],[3],Oxley,Fri 19-Oct-18,"Gym,Air Conditioning",A great place to call home.,"$1,560",4075,Delightful Place $390,DON'T MISS OUT...Call for inspection TODAY.,,https://www.realestate.com.au/property-townhouse-qld-oxley-424762842,"<span class=""rate""></span>",,[424762842],390,"Garage Spaces:,1",Townhouse,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",130 Jutland Street,[2],Wistaria Mo,THEONSITEMANAGER - Hendra
[2],[3],Richlands,Available Now,"Ensuite:,1,Toilets:,3",49/31 James Edward Street Richlands,,4077,$360/Wk,Looking for a Fresh Start? ,,https://www.realestate.com.au/property-townhouse-qld-richlands-422269918,"<span class=""rate""></span>",,[422269918],360,"Remote Garage,Garage Spaces:,2",Townhouse,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",49 / 31 James Edward Street,[2],Richlands Rise,Australian Property Management Alliance - Mango Hill
[1],[1],Sherwood,Thu 04-Oct-18,"Ensuite:,1,Intercom,Air Conditioning","Superb recreational activities onsite include a fully-equipped gym, 3 BBQ areas, multi-purpose entertainment room and a 20m Lap Pool","$1,500",4075,$375 per week,One Bedroom - One Bathroom -1 Secure Car park - 1 Storage  Cage,,https://www.realestate.com.au/property-apartment-qld-sherwood-424755946,"<span class=""rate""></span>","Lift Installed, Pool",[424755946],375,"Garage Spaces:,1",Apartment,"[datetime.date(2018, 9, 26)]",https://www.realestate.com.au/floorplan_new.ds?id=424755946&theme=rea.rent,"<span class=""price""></span>",252/20 Egmont Street,[1],"Rent Central Sherwood,Ann Marie Lindeblad",RESTT Property Sales and Rentals - LOGAN CENTRAL
[2],[3],Inala,Available Now,Air Conditioning,Beautiful Family Home ; INCLUDES SOLAR,"$1,340",4077,$335 per week,"This well presented spacious three bedroom home is close to all amentities such as the Primary School, Public Transport and ONLY mintues away from the motorway to the City. ",Pet Friendly,https://www.realestate.com.au/property-house-qld-inala-409732815,"<span class=""rate""></span>","Internal Laundry, Close to shops, Close to transport",[409732815],335,"Carport Spaces:,1,Garage Spaces:,1",House,"[datetime.date(2018, 9, 26)]",Not provided,"<span class=""price""></span>",16 Spoonbill Street Inala,[1],Reception Team,Your Choice Realty - Forest Lake
[3],[3],Darra,Mon 29-Oct-18,"Toilets:,2,Air Conditioning",CHARACTER HOME WITH GATED ENTRY,"$1,680",4076,$420 per week,"Ray White Centenary proudly offers for rent this highset colonial style home full of character charm. With high ceilings, VJ walls, stained glass, air con, ceiling fans and dishwasher - this home offers perfect balance of classic features and modern comfort. ",Pet Friendly,https://www.realestate.com.au/property-house-qld-darra-424767566,"<span class=""rate""></span>","Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Formal Lounge",[424767566],420,"Secure Parking,Carport Spaces:,3",House,"[datetime.date(2018, 9, 26)]",https://www.realestate.com.au/floorplan_new.ds?id=424767566&theme=rea.rent,"<span class=""price""></span>",18 Shamrock Road,[1],Debbie Swales,Ray White - Centenary
