title,price,url,indoor_feature,bed,description,car,median_rent,other_feature,post_code,property_type,property_id,bond,rental_yield,crawl_date,price_des,street_address,agency,bathroom,suburb,floorplan,agent,date_available,outdoor_feature 
EASY AND AFFORDABLE - READY NOW!,"$400,$400,",https://www.realestate.com.au/property-house-qld-jindalee-409098559,Air Conditioning,[4],You will feel like being in a near new refurbished home with near new carpets and freshly painted throughout. Walk to all that is on offer in Jindalee!,[2],"<span class=""price""></span>",,4074,House,[409098559],,"<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$400 Weekly,33 Curragundi Road,Centenary Real Estate - Jindalee,[1],Jindalee,Not provided,Rentals - Centenary Real Estate,Available Now,"Carport Spaces:,1,Garage Spaces:,1"
1 Bedroom Granny Flat with Private Yard,"$170,$170,",https://www.realestate.com.au/property-unit-qld-inala-424224958,"Living Areas:,1",[1],This tidy 1 bedroom granny flat has a tiled combined kitchen & lounge area with electric cooking appliances and generous pantry space. ,,"<span class=""price""></span>","Property Type: Unit, House Property Features: Unfurnished, Smoke alarms",4077,Unit,[424224958],$680,"<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$170 p.w.,20B Libra Street,Harcourts Beyond - SUNNYBANK,[1],Inala,Not provided,Harcourts Beyond Rentals,Available Now,
Mount Ommaney Mansion,"$995,$995,",https://www.realestate.com.au/property-house-qld-mount+ommaney-424195306,"Toilets:,4,Alarm System,Floorboards,Air Conditioning",[5],"This unique, European-style mansion offers sophisticated interior details with generous open spaces as well enjoying sensational views of McLeod Country Golf Course.",[2],"<span class=""price""></span>","Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Fireplace(s)",4074,House,[424195306],"$3,980","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$995 per week,49 Drysdale Street,Brisbane Real Estate - Indooroopilly,[4],Mount Ommaney,Not provided,"Lauren Matbouly,Satvir Nassar",Available Now,"Secure Parking,Garage Spaces:,2,Balcony,Swimming Pool - Inground"
"Dual Living (4th bed, bath + rumpus downstairs) Pet Friendly & Fenced - Double Carport + Off St - Large bedrooms - 2 Living Areas - Walk to Cafes.","$430,$430,",https://www.realestate.com.au/property-house-qld-chelmer-421710010,Air Conditioning,[4],"Tenants Book Inspection 24/7. Simply ""EMAIL AGENT"", receive instant SMS and Email to book a day and time that suits you to inspect.",[2],"<span class=""price""></span>",,4068,House,[421710010],,"<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$430 PETS OK,1 Leybourne Street,Rentfresh Property Management - Fortitude Valley,[2],Chelmer,Not provided,Leasing Crew,Available Now,"Garage Spaces:,2"
Walk To The River,"$370,$370,",https://www.realestate.com.au/property-house-qld-jindalee-424535190,,[3],"** NO NEED TO REGISTER FOR INSPECTIONS, PLEASE TURN UP AT ANY ADVERTISED TIME **",[2],"<span class=""price""></span>",,4074,House,[424535190],"$1,480","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$370 pw,55 Bareena Street,Professionals P J Torbey Real Estate -,[1],Jindalee,Not provided,Property Management Team,Available Now,"Garage Spaces:,2"
Pet Friendly Value for Money in Darra,"$320,$320,",https://www.realestate.com.au/property-house-qld-darra-424225014,"Toilets:,1,Floorboards,Air Conditioning",[3],"Tidy high-set home in good condition. Massive Fenced yard,",[2],"<span class=""price""></span>",,4076,House,[424225014],"$1,280","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$320 PW,12 Southern Cross Avenue,First National Oxley - OXLEY,[1],Darra,Not provided,Kimberley Cattermole,Available Now,"Garage Spaces:,2,Balcony,Fully Fenced"
I Ain't No High Maintenance #Imakeeper,"$350,$350,",https://www.realestate.com.au/property-villa-qld-darra-423606682,"Ensuite:,1,Living Areas:,1,Built-in Wardrobes",[3],This highly sought-after townhouse is available now in Oxley Mews!,[2],"<span class=""price""></span>",Property Type: Villa Garaging / carparking: Double lock-up,4076,Villa,[423606682],"$1,400","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$350 p.w.,69/35 Ashridge Road,Harcourts Centenary Suburbs - Mt Ommaney,[2],Darra,Not provided,"Harcourts South West BDM,Harcourts South West Real Estate",Available Now,"Garage Spaces:,2"
TRANQUIL ONE BEDROOM UNIT - FURNISHED,"$295,$295,",https://www.realestate.com.au/property-apartment-qld-chelmer-424459058,,[1],Located in the gorgeous leafy suburb of Chelmer you will find this stunning furnished one bedroom unit. ,,"<span class=""price""></span>",,4068,Apartment,[424459058],"$1,180","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$295 per week,79c Honour Avenue,Ray White Sherwood/Graceville,[1],Chelmer,Not provided,Zoe Wales,Available Now,
Stylish and Convenient,"$450,$450,",https://www.realestate.com.au/property-house-qld-jamboree+heights-424620386,"Toilets:,2,Floorboards,Built-in Wardrobes,Dishwasher,Rumpus Room",[4],Family home with a bit of flair - this property is conveniently located in an elevated position handy to all the local facilities.,[2],"<span class=""price""></span>",Ceiling Fans,4074,House,[424620386],"$1,800","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$450 per week,12 Troop Street,Maison Real Estate -  Mount Ommaney,[1],Jamboree Heights,Not provided,Fiona Hayward,Sat 13-Oct-18,"Carport Spaces:,2,Balcony,Deck,Outdoor Entertaining Area"
Rent to Own Today! Low Deposit Finance Options Available for Both First and Second Home Buyers! (Full Time Employment Required $50k+ per year),,https://www.realestate.com.au/property-townhouse-qld-oxley-424540206,"Broadband Internet Available,Built-in Wardrobes,Pay TV Access,Dishwasher,Air Conditioning",[4],"No Deposit, No Worries! ",[2],"<span class=""price""></span>",,4075,Townhouse,[424540206],,"<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",Why Rent When You Can Buy? Rent to Own Today!,,Charles Knight Property - NEW FARM,[2],Oxley,Not provided,Charles Knight Property,Available Now,"Secure Parking,Garage Spaces:,2,Outdoor Entertaining Area,Fully Fenced"
4 BEDROOM HOME WITH TWO LIVING AREAS & AIRCON,"$450,$450,",https://www.realestate.com.au/property-house-qld-riverhills-424538018,,[4],This property is located in a beautiful new estate close to Middle Park School and Mt Ommaney Shopping Center. ,[2],"<span class=""price""></span>",,4074,House,[424538018],"$1,800","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$450 per week,3 Dray Court,Guardian Property & Asset Mgmt - Brisbane,[2],Riverhills,Not provided,Guardian Wacol,Mon 05-Nov-18,"Garage Spaces:,2"
$360 PW + 1 WEEK FREE!! ~ 2 Air-Con & NBN Available ~ QUIET ~ Gardening Service Free ~,"$360,$360,, 1, 1,",https://www.realestate.com.au/property-townhouse-qld-richlands-424536686,"Toilets:,3,Air Conditioning",[3],* $360pw Available on Oct 20th.,[2],"<span class=""price""></span>","Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Garden",4077,Townhouse,[424536686],"$1,440","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$360 + 1 Week Free!,26/19 Flower Place,Raine & Horne - Onsite Sales,[2],Richlands,Not provided,Donald Tang,Fri 19-Oct-18,"Secure Parking,Carport Spaces:,1,Garage Spaces:,1"
** PRICE REDUCTION **    CONVENIENTLY LOCATED 3 BEDROOM HOME,"$335,$335,",https://www.realestate.com.au/property-house-qld-jamboree+heights-415840969,"Toilets:,1",[3],LOCATION! LOCATION! LOCATION!     CLOSE TO SCHOOLS! SHOPS! TRANSPORT!,[2],"<span class=""price""></span>","Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport, Garden",4074,House,[415840969],"$1,340","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$335 per week,24 Dandenong Road,Ray White - Centenary,[1],Jamboree Heights,https://www.realestate.com.au/floorplan_new.ds?id=415840969&theme=rea.rent,Debbie Swales,Available Now,"Secure Parking,Garage Spaces:,2"
Are you looking for a great place to stay in an...,"$165,$165,",https://www.realestate.com.au/property-house-qld-fig+tree+pocket-421907818,,[1],Are you looking for a great place to stay in an excellent location? ,,"<span class=""price""></span>",,4069,House,[421907818],$660,"<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$165 Per Week,40 Robertson Street,Innovation Real Estate - Jamboree Heights,[1],Fig Tree Pocket,Not provided,Innovation Rentals,Available Now,
Inspired Master-Planned Living,"$360,$360,",https://www.realestate.com.au/property-townhouse-qld-richlands-424660970,"Floorboards,Broadband Internet Available,Dishwasher",[3],"Azure Living is pleased to present to you The Grove Edition, Richlands. A master-planned community of 3 and 4 bedroom terraces featuring an outdoor pool and entertainment area. Surrounded by subtropical landscaping and nestled within the growing Western suburb of Richlands. Spanning over two levels, this contemporary terrace home is an impeccable fusion of space and convenience.",[1],"<span class=""price""></span>",,4077,Townhouse,[424660970],,"<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$360 per week,107/7 Giosam Street,Azure Living - QLD,[2],Richlands,Not provided,Fem Douglas,Mon 15-Oct-18,"Garage Spaces:,1,Courtyard,Outdoor Entertaining Area,Swimming Pool - Inground"
Good Family Home,"$400,$400,",https://www.realestate.com.au/property-house-qld-oxley-424629410,"Dishwasher,Air Conditioning",[3],This three bedroom high set house has got screens through out. It has an air conditioner and a dishwasher. All the bedroom comes with carpet flooring and the rest is tiles and vinyl. There is a secure parking and lots of storage space under the house. Inspections are by appointment only.,[2],"<span class=""price""></span>","internal laundry,close to parklands,close to schools,close to shops",4075,House,[424629410],,"<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$400,36 Lincoln Street,Coulson Real Estate - Inala,[1],Oxley,Not provided,Property Management Team,Available Now,"Carport Spaces:,1,Open Car Spaces:,1,Shed,Fully Fenced"
GRACEVILLE,"$460,$460,",https://www.realestate.com.au/property-townhouse-qld-graceville-424672142,"Floorboards,Broadband Internet Available,Built-in Wardrobes,Dishwasher,Air Conditioning",[3],"- Sorry, no pets",[2],"<span class=""price""></span>",0,4075,Townhouse,[424672142],"$1,840","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$460 per week,8/38 Baronsfield Street,Cartwright Property Group - GRACEVILLE,[2],Graceville,Not provided,Cartwright Property Group,Thu 27-Sep-18,"Remote Garage,Secure Parking,Garage Spaces:,2,Deck,Courtyard,Fully Fenced,Swimming Pool - Inground"
JINDALEE FAMILY HOME - 5 BED. 2 BATH GREAT LOCATION,"$470,$470,",https://www.realestate.com.au/property-house-qld-jindalee-416322125,"Toilets:,2,Air Conditioning",[5],"Ray White Centenary offers for rent this low set brick home suitable for a large family with great access to good quality schools and sporting facilities, as well as local shops and transport. The property also backs on and has direct access to the Jindalee Recreational Reserve. ",[2],"<span class=""price""></span>","Built-In Wardrobes, Close to Schools, Close to Shops, Close to Transport",4074,House,[416322125],"$1,880","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$470 per week,87 Curragundi Road,Ray White - Centenary,[2],Jindalee,https://www.realestate.com.au/floorplan_new.ds?id=416322125&theme=rea.rent,Debbie Swales,Available Now,"Carport Spaces:,2"
Walking Distance to Mount Ommaney Shopping Centre,"$390,$390,",https://www.realestate.com.au/property-house-qld-jamboree+heights-424679070,,[3],Renovated internally upstairs,[3],"<span class=""price""></span>",Property Type: House,4074,House,[424679070],"$1,560","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$390 p.w.,9 Sirocco Street,Harcourts Centenary Suburbs - Mt Ommaney,[1],Jamboree Heights,Not provided,Harcourts South West BDM,Available Now,"Garage Spaces:,1,Open Car Spaces:,2"
Luxury Single Bedroom Apartment with Spacious Balcony,"$360,$360,",https://www.realestate.com.au/property-apartment-qld-sherwood-421952710,"Alarm System,Air Conditioning",[1],Tamanna@Sherwood is a boutique luxury apartment building within walking distance of all amenities in the popular suburb of Sherwood.,[1],"<span class=""price""></span>",,4075,Apartment,[421952710],"$1,440","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$360 per week,32/21 Mayhew Street,RAAS Group,[1],Sherwood,Not provided,Blanche Cheung,Wed 03-Oct-18,"Garage Spaces:,1"
Close to Everything. Large. Renovated. Air Con.,"$450,$450,",https://www.realestate.com.au/property-house-qld-jindalee-424679346,,[4],"Great Home, in a lovely part of Jindalee. Close to shops, transport, schools and daycare.",[2],"<span class=""price""></span>",,4074,House,[424679346],,"<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$450 per week,104 Burrendah Rd,RealPrivate.com.au - HAWTHORN,[1],Jindalee,Not provided,Contact Office,Sun 14-Oct-18,"Garage Spaces:,2"
"Great Views, Great Location","$300,$300,",https://www.realestate.com.au/property-house-qld-inala-420359710,"Ensuite:,1",[3],"Come see this charming 3 bedroom house, occupying a prime position in a sought after residential area. ",[2],"<span class=""price""></span>",,4077,House,[420359710],"$1,200","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$300 per week,3 Cypress Street,LITTLE Real Estate - FOREST LAKE,[2],Inala,Not provided,Denny Dao,Mon 29-Oct-18,"Garage Spaces:,2"
"IMMACULATE TOWNHOUSE , THREE BEDROOMS, ENSUITE, DUCTED AIR-CONDITIONING THROUGHOUT, DISHWASHER, PRIVATE COUTYARD, LOCKUP GARAGE",,https://www.realestate.com.au/property-townhouse-qld-corinda-404857174,"Ensuite:,1,Living Areas:,1,Toilets:,1,Built-in Wardrobes,Dishwasher,Ducted Heating,Ducted Cooling,Air Conditioning",[3],"AVAILABLE NOW - SEE THIS WEEK'S OPEN HOUSES - NO REGISTRATION, PLEASE CHECK THE LISTING REGULARLY FOR UPDATES",[1],"<span class=""price""></span>",,4075,Townhouse,[404857174],"$1,760","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",LEASED,3/709 Oxley Road,Lilley + Power Property Agents - Indooroopilly,[2],Corinda,Not provided,Angus Lilley,Available Now,"Garage Spaces:,1,Balcony,Courtyard"
"Spacious, Fresh and Convenient!","$410,$410,",https://www.realestate.com.au/property-house-qld-riverhills-416175813,"Toilets:,2,Built-in Wardrobes,Rumpus Room",[3],"With plenty of space and a handy location, this is convenient family living in the Centenary Suburbs.",[2],"<span class=""price""></span>",Ceiling Fans,4074,House,[416175813],"$1,640","<span class=""rate""></span>","[datetime.date(2018, 9, 26)]",$410 per week,337 Horizon Drive,Maison Real Estate -  Mount Ommaney,[2],Riverhills,Not provided,Peter Kilby,Sat 29-Sep-18,"Secure Parking,Garage Spaces:,2,Deck,Outdoor Entertaining Area,Fully Fenced"
